nuclear_bombs_on_the_enemy;Ядерная атака по врагу;X
nuclear_bombs_on_the_enemy_desc;Наша держава недавно совершила ядерную бомбардировку врага;X
nuclear_bomb_demoralisation;Всеобщая деморализация;X
nuclear_bomb_demoralisation_desc;Против нашей страны недавно было применено смертоносное ядерное оружие, народ и армия подавлены и похоже война вскоре будет проиграна;X
province_nuclear_attaked;Провинция атакована ядерным оружием;X
nuclear_contamination;Радиоактивное заражение;X
EVTNAME195000;Держава атакована ядерным оружием;X
EVTDESC195000;В ходе войны держава $FROMCOUNTRY$ применила против нашей страны смертоносное ядерное оружие.;X
EVTOPTA195000;Это ужасно!;X
EVTNAME195001;На провницию $PROVINCENAME$ сброшена ядерная бомба!;X
EVTDESC195001;Наша провинция $PROVINCENAME$ была атакована ядерным оружием. Число жертв колоссально и оно до сих пор растет.;X
EVTOPTA195001;Кошмар!!!111;X
attack_ABU_title;Ядерная бомбардировка Абу-Даби;X
attack_ADR_title;Ядерная бомбардировка Андорры;X
attack_AFG_title;Ядерная бомбардировка Афганистана;X
attack_AIN_title;Ядерная бомбардировка Айнов;X
attack_ALB_title;Ядерная бомбардировка Албании;X
attack_ALD_title;Ядерная бомбардировка Алжира;X
attack_ANG_title;Ядерная бомбардировка Анголы;X
attack_ANH_title;Ядерная бомбардировка Ангальта;X
attack_ANT_title;Ядерная бомбардировка Антигуа;X
attack_ANU_title;Ядерная бомбардировка Анхоя;X
attack_ARA_title;Ядерная бомбардировка Арабии;X
attack_ARG_title;Ядерная бомбардировка Аргентины;X
attack_ARM_title;Ядерная бомбардировка Армении;X
attack_ARU_title;Ядерная бомбардировка Арубы;X
attack_ASM_title;Ядерная бомбардировка Ассама;X
attack_AST_title;Ядерная бомбардировка Австралии;X
attack_ATJ_title;Ядерная бомбардировка Ачеха;X
attack_AUS_title;Ядерная бомбардировка Австрии;X
attack_AWA_title;Ядерная бомбардировка Авадха;X
attack_AZB_title;Ядерная бомбардировка Азербайджана;X
attack_BAB_title;Ядерная бомбардировка Вавилона;X
attack_BAD_title;Ядерная бомбардировка Бадена;X
attack_BAL_title;Ядерная бомбардировка Бали;X
attack_BAR_title;Ядерная бомбардировка Барбадоса;X
attack_BAS_title;Ядерная бомбардировка Бастара;X
attack_BAV_title;Ядерная бомбардировка Баварии;X
attack_BEL_title;Ядерная бомбардировка Бельгии;X
attack_BEN_title;Ядерная бомбардировка Бенина;X
attack_BHU_title;Ядерная бомбардировка Бутана;X
attack_BIH_title;Ядерная бомбардировка Бихара;X
attack_BIK_title;Ядерная бомбардировка Биканера;X
attack_BNG_title;Ядерная бомбардировка Бенгалии;X
attack_BOH_title;Ядерная бомбардировка Богемии;X
attack_BOL_title;Ядерная бомбардировка Боливии;X
attack_BOS_title;Ядерная бомбардировка Боснии;X
attack_BRA_title;Ядерная бомбардировка Брауншвейга;X
attack_BRD_title;Ядерная бомбардировка Урунди;X
attack_BRE_title;Ядерная бомбардировка Бремена;X
attack_BRU_title;Ядерная бомбардировка Брунея;X
attack_BRZ_title;Ядерная бомбардировка Бразилии;X
attack_BUK_title;Ядерная бомбардировка Бухары;X
attack_BUL_title;Ядерная бомбардировка Болгарии;X
attack_BUN_title;Ядерная бомбардировка Бундельканда;X
attack_BUR_title;Ядерная бомбардировка Бирмы;X
attack_BYE_title;Ядерная бомбардировка Беларуссии;X
attack_BYZ_title;Ядерная бомбардировка Византии;X
attack_CAM_title;Ядерная бомбардировка Камбоджи;X
attack_CAL_title;Ядерная бомбардировка Калифорнии;X
attack_CAN_title;Ядерная бомбардировка Канады;X
attack_CAR_title;Ядерная бомбардировка Центральной Африки;X
attack_CAT_title;Ядерная бомбардировка Каталонии;X
attack_CAY_title;Ядерная бомбардировка Каймановых островов;X
attack_CGO_title;Ядерная бомбардировка Конго-Браззавиля;X
attack_CHD_title;Ядерная бомбардировка Чада;X
attack_CHE_title;Ядерная бомбардировка Чероки;X
attack_CHI_title;Ядерная бомбардировка Китая;X
attack_CHL_title;Ядерная бомбардировка Чили;X
attack_CHO_title;Ядерная бомбардировка Чошу;X
attack_CLM_title;Ядерная бомбардировка Колумбии;X
attack_CMR_title;Ядерная бомбардировка Камеруна;X
attack_CNG_title;Ядерная бомбардировка Конго;X
attack_COB_title;Ядерная бомбардировка Саксен-Кобурга;X
attack_COD_title;Ядерная бомбардировка Доминики;X
attack_COL_title;Ядерная бомбардировка Колумбии;X
attack_COS_title;Ядерная бомбардировка Коста Рики;X
attack_CRC_title;Ядерная бомбардировка Черкессии;X
attack_CRE_title;Ядерная бомбардировка Крита;X
attack_CRI_title;Ядерная бомбардировка Крыма;X
attack_CRO_title;Ядерная бомбардировка Хорватии;X
attack_CSA_title;Ядерная бомбардировка Конфедерации;X
attack_CUB_title;Ядерная бомбардировка Кубы;X
attack_CUR_title;Ядерная бомбардировка Кюрасао;X
attack_CYP_title;Ядерная бомбардировка Кипра;X
attack_CZH_title;Ядерная бомбардировка Чехословакии;X
attack_DAI_title;Ядерная бомбардировка Дай Вьета;X
attack_DEN_title;Ядерная бомбардировка Дании;X
attack_DES_title;Ядерная бомбардировка Дезерета;X
attack_DJI_title;Ядерная бомбардировка Джибути;X
attack_DOM_title;Ядерная бомбардировка Доминиканской республики;X
attack_DON_title;Ядерная бомбардировка Дона;X
attack_DZG_title;Ядерная бомбардировка Данцига;X
attack_ECU_title;Ядерная бомбардировка Эквадора;X
attack_EGY_title;Ядерная бомбардировка Египта;X
attack_ELS_title;Ядерная бомбардировка Сальвадора;X
attack_ENG_title;Ядерная бомбардировка Великобритании;X
attack_ENL_title;Ядерная бомбардировка Англии;X
attack_EQG_title;Ядерная бомбардировка Экваториальной Гвинеи;X
attack_ERM_title;Ядерная бомбардировка Восточной Румелии;X
attack_ERT_title;Ядерная бомбардировка Эритреи;X
attack_EST_title;Ядерная бомбардировка Эстонии;X
attack_ETH_title;Ядерная бомбардировка Эфиопии;X
attack_FIN_title;Ядерная бомбардировка Финляндии;X
attack_FJN_title;Ядерная бомбардировка Фуцзяня;X
attack_FLA_title;Ядерная бомбардировка Фландрии;X
attack_FRA_title;Ядерная бомбардировка Франции;X
attack_FRM_title;Ядерная бомбардировка Франкфурта;X
attack_GAB_title;Ядерная бомбардировка Габона;X
attack_GAN_title;Ядерная бомбардировка Ганы;X
attack_GBS_title;Ядерная бомбардировка Гвинеи-Биссау;X
attack_GCO_title;Ядерная бомбардировка Великой Колумбии;X
attack_GDL_title;Ядерная бомбардировка Гваделупы;X
attack_GEO_title;Ядерная бомбардировка Грузии;X
attack_GER_title;Ядерная бомбардировка Германии;X
attack_GMB_title;Ядерная бомбардировка Гамбии;X
attack_GMJ_title;Ядерная бомбардировка Гоминцзюня;X
attack_GNE_title;Ядерная бомбардировка Гвинеи;X
attack_GNG_title;Ядерная бомбардировка Гуандуня;X
attack_GRE_title;Ядерная бомбардировка Греции;X
attack_GRN_title;Ядерная бомбардировка Гренады;X
attack_GUA_title;Ядерная бомбардировка Гватемалы;X
attack_GWA_title;Ядерная бомбардировка Гвайлора;X
attack_GXI_title;Ядерная бомбардировка Гуанси;X
attack_HAI_title;Ядерная бомбардировка Гаити;X
attack_HAM_title;Ядерная бомбардировка Гамбурга;X
attack_HAN_title;Ядерная бомбардировка Ганновера;X
attack_HAW_title;Ядерная бомбардировка Гаваев;X
attack_HDJ_title;Ядерная бомбардировка Хеджаза;X
attack_HEK_title;Ядерная бомбардировка Гессен-Касселя;X
attack_HES_title;Ядерная бомбардировка Гессен-Дармштадта;X
attack_HND_title;Ядерная бомбардировка Индии;X
attack_HNN_title;Ядерная бомбардировка Юннаня;X
attack_HOL_title;Ядерная бомбардировка Гольштейна;X
attack_HON_title;Ядерная бомбардировка Гондураса;X
attack_HUN_title;Ядерная бомбардировка Венгрии;X
attack_HYD_title;Ядерная бомбардировка Хидерабада;X
attack_ICL_title;Ядерная бомбардировка Исландии;X
attack_IDF_title;Ядерная бомбардировка Иль-де франс;X
attack_IMP_title;Ядерная бомбардировка Японии;X
attack_IND_title;Ядерная бомбардировка Индура;X
attack_ION_title;Ядерная бомбардировка Ионии;X
attack_IRE_title;Ядерная бомбардировка Ирландии;X
attack_IRQ_title;Ядерная бомбардировка Ирака;X
attack_ISR_title;Ядерная бомбардировка Израиля;X
attack_ITA_title;Ядерная бомбардировка Италии;X
attack_IVC_title;Ядерная бомбардировка Берега Слоновой Кости;X
attack_JAI_title;Ядерная бомбардировка Джайпура;X
attack_JAM_title;Ядерная бомбардировка Ямайки;X
attack_JAP_title;Ядерная бомбардировка Японии;X
attack_JAS_title;Ядерная бомбардировка Джайсамера;X
attack_JAV_title;Ядерная бомбардировка Явы;X
attack_JOD_title;Ядерная бомбардировка Джогпура;X
attack_JOH_title;Ядерная бомбардировка Джохора;X
attack_KAG_title;Ядерная бомбардировка Кага;X
attack_KAL_title;Ядерная бомбардировка Калата;X
attack_KAS_title;Ядерная бомбардировка Кашмира;X
attack_KAZ_title;Ядерная бомбардировка Казахстана;X
attack_KHI_title;Ядерная бомбардировка Хивы;X
attack_KMT_title;Ядерная бомбардировка Гоминьдана;X
attack_KNY_title;Ядерная бомбардировка Кении;X
attack_KOK_title;Ядерная бомбардировка Коканда;X
attack_KOR_title;Ядерная бомбардировка Кореи;X
attack_KRA_title;Ядерная бомбардировка Кракова;X
attack_KRK_title;Ядерная бомбардировка Каракалпакстана;X
attack_KUK_title;Ядерная бомбардировка Австро-Венгрии;X
attack_KUT_title;Ядерная бомбардировка Кача;X
attack_KWT_title;Ядерная бомбардировка Кувейта;X
attack_KYR_title;Ядерная бомбардировка Киргизии;X
attack_LAD_title;Ядерная бомбардировка Ладаха;X
attack_LAT_title;Ядерная бомбардировка Латвии;X
attack_LIB_title;Ядерная бомбардировка Либерии;X
attack_LIE_title;Ядерная бомбардировка Лихтенштейна;X
attack_LIP_title;Ядерная бомбардировка Липпе;X
attack_LIT_title;Ядерная бомбардировка Литвы;X
attack_LIV_title;Ядерная бомбардировка Ливии;X
attack_LOM_title;Ядерная бомбардировка Ломбардии;X
attack_LUA_title;Ядерная бомбардировка Луанг Прабанга;X
attack_LUB_title;Ядерная бомбардировка Любека;X
attack_LUC_title;Ядерная бомбардировка Лукки;X
attack_LUX_title;Ядерная бомбардировка Люксембурга;X
attack_MAD_title;Ядерная бомбардировка Мадагаскара;X
attack_MAH_title;Ядерная бомбардировка Махараштры;X
attack_MAK_title;Ядерная бомбардировка Мекрана;X
attack_MAN_title;Ядерная бомбардировка Манхеттена;X
attack_MAR_title;Ядерная бомбардировка Мартиники;X
attack_MAU_title;Ядерная бомбардировка Мавретании;X
attack_MCK_title;Ядерная бомбардировка Манчжурии;X
attack_MEC_title;Ядерная бомбардировка Мекленбурга;X
attack_MEI_title;Ядерная бомбардировка Саксен-Майнингена;X
attack_MEW_title;Ядерная бомбардировка Саксен-Веймара;X
attack_MEX_title;Ядерная бомбардировка Мексики;X
attack_MGL_title;Ядерная бомбардировка Монголии;X
attack_MLI_title;Ядерная бомбардировка Мали;X
attack_MLW_title;Ядерная бомбардировка Малави;X
attack_MOD_title;Ядерная бомбардировка Модены;X
attack_MOL_title;Ядерная бомбардировка Молдавии;X
attack_MON_title;Ядерная бомбардировка Черногории;X
attack_MOR_title;Ядерная бомбардировка Марокко;X
attack_MOZ_title;Ядерная бомбардировка Мозамбика;X
attack_MSR_title;Ядерная бомбардировка Монсеррата;X
attack_MTC_title;Ядерная бомбардировка метисов;X
attack_MUG_title;Ядерная бомбардировка Могулистан;X
attack_MYS_title;Ядерная бомбардировка Майсура;X
attack_NAG_title;Ядерная бомбардировка Нагпура;X
attack_NAL_title;Ядерная бомбардировка Наталя;X
attack_NAM_title;Ядерная бомбардировка Намибии;X
attack_NAS_title;Ядерная бомбардировка Нассау;X
attack_NCI_title;Ядерная бомбардировка Северного Кавказа;X
attack_NEJ_title;Ядерная бомбардировка Неджда;X
attack_NEN_title;Ядерная бомбардировка Новой Англии;X
attack_NEP_title;Ядерная бомбардировка Непала;X
attack_NET_title;Ядерная бомбардировка Нидерландов;X
attack_NEW_title;Ядерная бомбардировка Ньюфаундленда;X
attack_NGF_title;Ядерная бомбардировка Северной Германии;X
attack_NGR_title;Ядерная бомбардировка Нигерии;X
attack_NIC_title;Ядерная бомбардировка Никарагуа;X
attack_NIG_title;Ядерная бомбардировка Нигера;X
attack_NOR_title;Ядерная бомбардировка Норвегии;X
attack_NZL_title;Ядерная бомбардировка Новой Зеландии;X
attack_OBO_title;Ядерная бомбардировка Обер Ост;X
attack_OLD_title;Ядерная бомбардировка Ольденбурга;X
attack_OMA_title;Ядерная бомбардировка Омана;X
attack_ORA_title;Ядерная бомбардировка Оранжевой Республики;X
attack_ORI_title;Ядерная бомбардировка Ориссы;X
attack_PAK_title;Ядерная бомбардировка Пакистана;X
attack_PAN_title;Ядерная бомбардировка Пенджаба;X
attack_PAP_title;Ядерная бомбардировка Папской области;X
attack_PAR_title;Ядерная бомбардировка Пармы;X
attack_PER_title;Ядерная бомбардировка Персии;X
attack_PEU_title;Ядерная бомбардировка Перу;X
attack_PHI_title;Ядерная бомбардировка Филиппин;X
attack_PLC_title;Ядерная бомбардировка Речи Посполитой;X
attack_PNM_title;Ядерная бомбардировка Панамы;X
attack_POL_title;Ядерная бомбардировка Польши;X
attack_POR_title;Ядерная бомбардировка Португалии;X
attack_PRG_title;Ядерная бомбардировка Парагвая;X
attack_PRU_title;Ядерная бомбардировка Пруссии;X
attack_PUE_title;Ядерная бомбардировка Пуерто-Рико;X
attack_QUE_title;Ядерная бомбардировка Квебека;X
attack_RGR_title;Ядерная бомбардировка Рио-Гранде;X
attack_RHO_title;Ядерная бомбардировка Родезии;X
attack_RHV_title;Ядерная бомбардировка Верхней Вольты;X
attack_ROM_title;Ядерная бомбардировка Румынии;X
attack_RSR_title;Ядерная бомбардировка РСФСР;X
attack_RUS_title;Ядерная бомбардировка России;X
attack_RUT_title;Ядерная бомбардировка Рутении;X
attack_RWA_title;Ядерная бомбардировка Руанды;X
attack_RYU_title;Ядерная бомбардировка Рюкю;X
attack_SAF_title;Ядерная бомбардировка Южной Африки;X
attack_SAR_title;Ядерная бомбардировка Сардинии;X
attack_SAT_title;Ядерная бомбардировка Сацумы;X
attack_SAU_title;Ядерная бомбардировка Саудовской Аравии;X
attack_SAX_title;Ядерная бомбардировка Саксонии;X
attack_SCA_title;Ядерная бомбардировка Скандинавии;X
attack_SCH_title;Ядерная бомбардировка Шлезвига;X
attack_SCO_title;Ядерная бомбардировка Шотландии;X
attack_SEN_title;Ядерная бомбардировка Сендая;X
attack_SER_title;Ядерная бомбардировка Сербии;X
attack_SGF_title;Ядерная бомбардировка Южной Германии;X
attack_SHI_title;Ядерная бомбардировка Шимлы;X
attack_SIA_title;Ядерная бомбардировка Сиама;X
attack_SIC_title;Ядерная бомбардировка Сицилии;X
attack_SIE_title;Ядерная бомбардировка Трансильвании;X
attack_SIK_title;Ядерная бомбардировка Сиккима;X
attack_SIN_title;Ядерная бомбардировка Синда;X
attack_SLE_title;Ядерная бомбардировка Сьерра-Леоне;X
attack_SLO_title;Ядерная бомбардировка Словении;X
attack_SLV_title;Ядерная бомбардировка Словакии;X
attack_SMR_title;Ядерная бомбардировка Сан-Марино;X
attack_SNG_title;Ядерная бомбардировка Сенегала;X
attack_SOK_title;Ядерная бомбардировка Сокото;X
attack_SOM_title;Ядерная бомбардировка Сомали;X
attack_SOV_title;Ядерная бомбардировка СССР;X
attack_SPA_title;Ядерная бомбардировка Испании;X
attack_SRI_title;Ядерная бомбардировка Шри-Ланки;X
attack_STK_title;Ядерная бомбардировка Сент-Киттса;X
attack_STL_title;Ядерная бомбардировка Сент-Люсии;X
attack_STV_title;Ядерная бомбардировка Сент-Винсента;X
attack_SUD_title;Ядерная бомбардировка Судана;X
attack_SWE_title;Ядерная бомбардировка Швеции;X
attack_SWI_title;Ядерная бомбардировка Швейцарии;X
attack_SXI_title;Ядерная бомбардировка Шанси;X
attack_SYR_title;Ядерная бомбардировка Сирии;X
attack_SZC_title;Ядерная бомбардировка Сычуаня;X
attack_TAJ_title;Ядерная бомбардировка Таджикистана;X
attack_TCR_title;Ядерная бомбардировка Кавказа;X
attack_TDT_title;Ядерная бомбардировка Тринидада и Тобаго;X
attack_TEX_title;Ядерная бомбардировка Техаса;X
attack_TIB_title;Ядерная бомбардировка Тибета;X
attack_TKG_title;Ядерная бомбардировка Сегуната;X
attack_TKM_title;Ядерная бомбардировка Туркмении;X
attack_TKS_title;Ядерная бомбардировка Туркестана;X
attack_TNT_title;Ядерная бомбардировка Танну Тувы;X
attack_TNZ_title;Ядерная бомбардировка Танзании;X
attack_TOG_title;Ядерная бомбардировка Того;X
attack_TOS_title;Ядерная бомбардировка Тоса;X
attack_TPG_title;Ядерная бомбардировка Тайпинов;X
attack_TRA_title;Ядерная бомбардировка Траванкора;X
attack_TRE_title;Ядерная бомбардировка Триеста;X
attack_TRI_title;Ядерная бомбардировка Триполи;X
attack_TRN_title;Ядерная бомбардировка Трансвааля;X
attack_TSW_title;Ядерная бомбардировка Ботсваны;X
attack_TUN_title;Ядерная бомбардировка Туниса;X
attack_TUR_title;Ядерная бомбардировка Турции;X
attack_TUS_title;Ядерная бомбардировка Тосканы;X
attack_UBD_title;Ядерная бомбардировка Балтии;X
attack_UCA_title;Ядерная бомбардировка СПЦА;X
attack_UGA_title;Ядерная бомбардировка Уганды;X
attack_UKR_title;Ядерная бомбардировка Украины;X
attack_URU_title;Ядерная бомбардировка Уругвая;X
attack_USA_title;Ядерная бомбардировка США;X
attack_UZB_title;Ядерная бомбардировка Узбекистана;X
attack_VEN_title;Ядерная бомбардировка Венеции;X
attack_VNZ_title;Ядерная бомбардировка Венесуэлы;X
attack_WAL_title;Ядерная бомбардировка Валлахии;X
attack_WEI_title;Ядерная бомбардировка Саксен-Веймара;X
attack_WHA_title;Ядерная бомбардировка Уэльса;X
attack_WIA_title;Ядерная бомбардировка Вьентьяна;X
attack_WLL_title;Ядерная бомбардировка Валлонии;X
attack_WUR_title;Ядерная бомбардировка Вюртембурга;X
attack_XBI_title;Ядерная бомбардировка Цинхая;X
attack_XIN_title;Ядерная бомбардировка Синьцзяня;X
attack_YEM_title;Ядерная бомбардировка Йемена;X
attack_YNN_title;Ядерная бомбардировка Юннаня;X
attack_YUC_title;Ядерная бомбардировка Юкатана;X
attack_YUG_title;Ядерная бомбардировка Югославии;X
attack_YZW_title;Ядерная бомбардировка Йонедзавы;X
attack_ZAM_title;Ядерная бомбардировка Замбии;X
attack_ZAN_title;Ядерная бомбардировка Занзибара;X
attack_ZHI_title;Ядерная бомбардировка Чжили;X
attack_ZUL_title;Ядерная бомбардировка Зулу;X
attack_ABU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ADR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AFG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AIN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ALB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ALD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ANG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ANH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ANT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ANU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ARA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ARG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ARM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ARU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ASM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AST_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_ATJ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AUS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AWA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_AZB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BAV_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BEL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BEN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BHU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BIH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BIK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BNG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BOH_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BOL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BOS_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BRA_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BRD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BRE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BRU_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BRZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BUK_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BUL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BUN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BUR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BYE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_BYZ_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAN_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAT_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CAY_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CGO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CHD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CHE_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CHI_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CHL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CHO_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CLM_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CMR_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_CNG_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_COB_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_COD_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
attack_COL_desc;Настало время нанести сокрушительный ядерный удар по нашему противнику;X
